claim_id	layer	subject_id	template_id	applicability	status	oracle	evidence_id	signature	automation_surface
fire-state-domain	SINGULAR	b1.7.3:block/051	state-domain	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-gameplay-placement	UNIVERSAL	b1.7.3:block/051	gameplay-placement	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-break-transition	UNIVERSAL	b1.7.3:block/051	break-transition	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-drop-matrix	SINGULAR	b1.7.3:block/051	drop-matrix	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-save-reload	UNIVERSAL	b1.7.3:block/051	save-reload	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-collision-shape	SINGULAR	b1.7.3:block/051	collision-shape	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-light-behavior	SINGULAR	b1.7.3:block/051	light-behavior	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
fire-neighbor-response	SINGULAR	b1.7.3:block/051	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-fire-subsystem-conformance-cycle	35252ba59f92c8784bad3e2b729367cb5fc0f49e30e4c00192f77130ba03a971	PUBLIC_TESTKIT
