claim_id	layer	subject_id	template_id	applicability	status	oracle	evidence_id	signature	automation_surface
fence-state-domain	ARCHETYPE	b1.7.3:block/085	state-domain	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
fence-light-behavior	ARCHETYPE	b1.7.3:block/085	light-behavior	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
fence-tick-policy	ARCHETYPE	b1.7.3:block/085	tick-policy	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
fence-neighbor-response	ARCHETYPE	b1.7.3:block/085	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
pumpkin-collision-shape	ARCHETYPE	b1.7.3:block/086	collision-shape	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
pumpkin-light-behavior	ARCHETYPE	b1.7.3:block/086	light-behavior	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
pumpkin-tick-policy	ARCHETYPE	b1.7.3:block/086	tick-policy	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
pumpkin-neighbor-response	ARCHETYPE	b1.7.3:block/086	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
soul-sand-tick-policy	ARCHETYPE	b1.7.3:block/088	tick-policy	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
soul-sand-neighbor-response	ARCHETYPE	b1.7.3:block/088	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
glowstone-state-domain	ARCHETYPE	b1.7.3:block/089	state-domain	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
glowstone-collision-shape	ARCHETYPE	b1.7.3:block/089	collision-shape	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
glowstone-tick-policy	ARCHETYPE	b1.7.3:block/089	tick-policy	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
glowstone-neighbor-response	ARCHETYPE	b1.7.3:block/089	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
jack-o-lantern-collision-shape	ARCHETYPE	b1.7.3:block/091	collision-shape	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
jack-o-lantern-tick-policy	ARCHETYPE	b1.7.3:block/091	tick-policy	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
jack-o-lantern-neighbor-response	ARCHETYPE	b1.7.3:block/091	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-built-environment-materials-subsystem-conformance-cycle	1b8deda0d057f22b68f79f92bcf139bcb7dc1ed1fcf7e194a4e88d27c2dfc6e0	PUBLIC_TESTKIT
