claim_id	layer	subject_id	template_id	applicability	status	oracle	evidence_id	signature	automation_surface
portal-block-state-domain	ARCHETYPE	b1.7.3:block/090	state-domain	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-gameplay-placement	UNIVERSAL	b1.7.3:block/090	gameplay-placement	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-break-transition	UNIVERSAL	b1.7.3:block/090	break-transition	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-drop-matrix	ARCHETYPE	b1.7.3:block/090	drop-matrix	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-save-reload	UNIVERSAL	b1.7.3:block/090	save-reload	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-collision-shape	ARCHETYPE	b1.7.3:block/090	collision-shape	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-light-behavior	ARCHETYPE	b1.7.3:block/090	light-behavior	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-tick-policy	ARCHETYPE	b1.7.3:block/090	tick-policy	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
portal-block-neighbor-response	ARCHETYPE	b1.7.3:block/090	neighbor-response	APPLICABLE	VERIFIED	OFFICIAL_SERVER	b173-portal-block-subsystem-conformance-cycle	cd3b0d0c468f293cee48a82a4461eca23103ca95ccdaca187a3264023e467fd3	PUBLIC_TESTKIT
